neighborhood,title,price,bedrooms,pid,sourcepage,link,date,sqft,longitude,latitude
santa rosa,"3 bd, 2 bath on Humboldt Street. SRJC neighborhood",2050.0,3.0,4751279445,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4751279445.html,2014-11-14 15:55,1465.0,-122.714254,38.461178000000004
petaluma,Spacious 1BR/1BA Apartment with New Appliances & an Outdoor Patio!,1516.0,1.0,4761862369,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761862369.html,2014-11-14 15:52,616.0,-122.617796,38.249516
san rafael,2bed Penthouse Flat in Victorian Masterpiece,1995.0,2.0,4761877021,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761877021.html,2014-11-14 15:51,1170.0,-122.509403,37.955940000000005
santa rosa,3br Modular Home in North Santa Rosa,1550.0,3.0,4761830958,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761830958.html,2014-11-14 15:50,1000.0,-122.771199,38.51471
santa rosa,2 Bedroom 1 Bath *Huge Walk In Closet*,1735.0,2.0,4761871106,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761871106.html,2014-11-14 15:47,780.0,-122.72649799999999,38.434112
261 Avian Dr.,"$300 off move in- Spacious 2br x1bath/ newly remodled, a must see!",1295.0,2.0,4761880229,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761880229.html,2014-11-14 15:47,900.0,-122.206957,38.106179
novato,Light & Bright Townhome Style Condo in Novato,1950.0,2.0,4756975847,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4756975847.html,2014-11-14 15:45,,-122.54843999999999,38.07822
concord / pleasant hill / martinez,Come Home and Relax In This Wonderful Two Bedroom! Washer and Dryer!,2498.0,2.0,4761791225,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761791225.html,2014-11-14 16:11,1112.0,,
concord / pleasant hill / martinez,"Nice Neighborhood Pittsburg Home w/Pool, by BART & Hwy 4",2750.0,4.0,4756906172,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4756906172.html,2014-11-14 16:11,28500.0,-121.964378,38.014016999999996
vallejo / benicia,1 BD RMS~ROOMMATE STYLE!!LAST ONE AT THIS PRICE!!ASK FOR FALIZ!!!,1545.0,2.0,4761910102,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761910102.html,2014-11-14 16:10,1034.0,-122.2124,38.0985
fremont / union city / newark,Beautiful 2 bedroom 2 bath available to call home on Dec. 5th!,2297.0,2.0,4761880525,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761880525.html,2014-11-14 16:09,850.0,-121.9712,37.5308
pittsburg / antioch,"Nice Neighborhood Pittsburg Home w/Pool, by BART & Hwy 4",2750.0,4.0,4756900735,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4756900735.html,2014-11-14 16:09,2850.0,-121.964325,38.014059
fremont / union city / newark,"Desirable area, top ranked Leitch and Warm Springs SH",2900.0,3.0,4761908310,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761908310.html,2014-11-14 16:08,1832.0,-121.917969,37.482937
willow glen / cambrian,Luxury Condo in Willow Glen Place,3200.0,2.0,4758677154,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4758677154.html,2014-11-14 16:03,1383.0,-121.90768700000001,37.271747999999995
san jose downtown, Luxury Condo at Saddlerack Available Now!- Midtown Neighborhood San J,2350.0,1.0,4728121974,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4728121974.html,2014-11-14 16:03,1108.0,-121.9153,37.3249
sunnyvale,Studio Apartments Available Now!! On Special,1675.0,,4761901072,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761901072.html,2014-11-14 16:03,500.0,-122.03171299999998,37.358884
san jose downtown,*** MUST RENT- Fabulous Home to Live in Hyde park San Jose Downtown,2700.0,3.0,4761900773,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761900773.html,2014-11-14 16:02,,-121.90246699999999,37.353741
san jose west, Remodel ALL New/Cupertino Schools,2695.0,2.0,4724925286,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4724925286.html,2014-11-14 16:02,1000.0,-122.030475,37.301497999999995
milpitas,3 bed/ 2 bath Move-in ASAP!! $250 OFF FIRST MONTH'S RENT,2895.0,3.0,4761881117,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761881117.html,2014-11-14 16:01,1259.0,-121.895,37.4352
cupertino,Come Tour This Newly Renovated 2x2 with W/D and More!,3040.0,2.0,4761888215,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761888215.html,2014-11-14 16:01,981.0,-122.037849,37.336384
san jose downtown,2-story 1 Bedroom Apt. with seperate Den & Attached Garage,2355.0,1.0,4746761808,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4746761808.html,2014-11-14 16:00,929.0,-121.897345,37.326557
redwood city,Welcome to Montecito West! Beatifully remodeled 2 bedroom,2498.0,2.0,4761844218,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761844218.html,2014-11-14 15:32,,-122.22418799999998,37.464452
mountain view, $499 Deposit ! Recently Remodeled Apartments Home,1925.0,1.0,4725351378,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4725351378.html,2014-11-14 15:29,,-122.10399299999999,37.401162
san mateo,LAST ONE LEFT! Spacious Top Floor 1x1 in New Building. 1 month FREE!,3330.0,1.0,4745965341,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4745965341.html,2014-11-14 15:29,915.0,-122.307,37.549296000000005
mountain view, Recently Rermodeled 2x2 Apartmant Home,2495.0,2.0,4728445094,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4728445094.html,2014-11-14 15:29,,-122.10399299999999,37.401162
mountain view, Recently Rermodeled 2x2 Apartmant Home,2495.0,2.0,4758159850,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4758159850.html,2014-11-14 15:29,790.0,-122.10399299999999,37.401162
palo alto,Palo Alto 2 Large Master Bedrooms - Gunn High,2850.0,2.0,4761855175,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761855175.html,2014-11-14 15:28,1250.0,,
mountain view, $499 Deposit ! Recently Remodeled Apartments Home,1925.0,1.0,4758170021,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4758170021.html,2014-11-14 15:28,,-122.10399299999999,37.401162
palo alto,West Palo Alto. great patios and views.,2395.0,1.0,4751289631,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4751289631.html,2014-11-14 15:25,715.0,-122.131126,37.400352000000005
palo alto,2BR/1BA Condo with W/D in unit and private patio,2750.0,2.0,4761845248,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761845248.html,2014-11-14 15:21,906.0,-122.120268,37.444301
castro / upper market,Fabulous Furnished Castro Flat w/ HW and Private Deck! ~ J.Wavro,4800.0,3.0,4761888583,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761888583.html,2014-11-14 15:53,,-122.43811200000002,37.759093
noe valley,Large 2-Level Condo with View South - OPEN Sat 1-3,5450.0,3.0,4761867652,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761867652.html,2014-11-14 15:52,1900.0,-122.436121,37.753568
richmond / seacliff,Large 3 to 4 Bedroom Single Family Home,4495.0,3.0,4723996329,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4723996329.html,2014-11-14 15:49,,-122.50723400000001,37.779061999999996
mission district,Mission 2bd/2ba newer with large deck! ~ J.Wavro,4150.0,2.0,4761883358,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761883358.html,2014-11-14 15:49,,-122.4119,37.752629
SOMA / south beach,STUDIO CONDO W/ DOWNTOWN VIEW IN PRIME SOMA!!,2950.0,,4755655004,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4755655004.html,2014-11-14 15:48,413.0,-122.399047,37.786390999999995
mission district,"3 bedroom craftsman, remodeled, big yard",3400.0,3.0,4761881594,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761881594.html,2014-11-14 15:48,1144.0,,
marina / cow hollow,Beautiful 2BR/1BA Flat w/Washer/Dryer in Unit & Private Storage Room!,3800.0,2.0,4736624987,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4736624987.html,2014-11-14 15:44,,,
richmond / seacliff,Remodeled Lake Street 2br Flat ~ J.Wavro,4100.0,2.0,4761875721,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761875721.html,2014-11-14 15:43,,-122.46576,37.786627
santa rosa,4 Bedroom home in Montgomery Village,2300.0,4.0,4761876279,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761876279.html,2014-11-14 15:44,1400.0,-122.68458400000002,38.441825
santa rosa,1 Bedroom 1 Bath *Washer/Dryer In Unit*,1420.0,1.0,4761866474,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761866474.html,2014-11-14 15:42,625.0,-122.72649799999999,38.434112
napa county,Angwin One Bedroom Apartment with Attached Garage,900.0,1.0,4761862751,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761862751.html,2014-11-14 15:34,600.0,-122.44773400000001,38.570648999999996
santa rosa,NORTH EAST BEAUTY IN A SERENE SETTING,1705.0,2.0,4755262130,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4755262130.html,2014-11-14 15:32,,-122.65741799999999,38.463301
healdsburg / windsor,Home for Rent,2400.0,4.0,4761860339,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761860339.html,2014-11-14 15:32,2000.0,-122.826844,38.547632
napa county, 2400 SQ FT MODERN HOME- ONLY 4 YEARS OLD- WALK TO DOWNTOWN,2550.0,3.0,4748347140,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4748347140.html,2014-11-14 15:20,2400.0,-122.30041399999999,38.2879
vallejo / benicia,"WoodFloors, 2Baths, Washer/Dryer, Central Heat, Pkg, Patio",1075.0,2.0,4761899228,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761899228.html,2014-11-14 16:08,,-122.22242800000001,38.122944
pittsburg / antioch,Casa de 3 cuartos en Pittsburg* Rentelo Hoy,1700.0,3.0,4734480106,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4734480106.html,2014-11-14 16:07,,,
oakland east,Duplex de 3 recamaras 2.5 ba�os en la avenida 72,2000.0,3.0,4739002643,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4739002643.html,2014-11-14 16:07,,-122.172432,37.770019
pittsburg / antioch,Single Family Home 3 Bed 1.5 Bath in Pittsburg ,1700.0,3.0,4739187174,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4739187174.html,2014-11-14 16:07,,-121.87453500000001,38.015032
oakland west,Great 3 bed 1 bath Duplex near Market St (Hablo Espa�ol),2000.0,3.0,4736188078,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4736188078.html,2014-11-14 16:07,,-122.27414099999999,37.823108000000005
oakland west,Hermoso Duplex de 3 recamaras en la calle Brockhurst,2000.0,3.0,4736114856,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4736114856.html,2014-11-14 16:07,,-122.27467800000001,37.823158
richmond / point / annex,Casa de 2 recamaras cerca a la calle 15 en Richmond,1700.0,2.0,4737426962,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4737426962.html,2014-11-14 16:06,,-122.354844,37.949663
oakland downtown,"3 bedroom remodeled craftsman, big yard",3400.0,3.0,4761905871,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761905871.html,2014-11-14 16:06,1141.0,,
santa clara,Fully Renovated 1b 1ba $1000 of immediate move in!!!!!,2036.0,1.0,4761854400,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761854400.html,2014-11-14 16:00,725.0,-121.968769,37.324642
sunnyvale,Get the BEST new Apartment in Town and Move In When the time is right,2748.0,1.0,4761844141,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761844141.html,2014-11-14 15:58,727.0,,
san jose west,Downstairs 2 bedroom Unit,1600.0,2.0,4761870746,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761870746.html,2014-11-14 15:58,,-121.956768,37.298041999999995
san jose west,"Convenient Location, Built In Shelving, Modern Features",2491.0,2.0,4761879478,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761879478.html,2014-11-14 15:56,1091.0,-121.95852,37.411607000000004
sunnyvale,Beautiful Studio with Backyard on Special available NOW!!!,1675.0,,4761892473,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761892473.html,2014-11-14 15:56,500.0,-122.025671,37.360341
san jose north,"$1980 / 1br - 573ft² - [转租] large luxury studio, North San Jose",1980.0,1.0,4761890868,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761890868.html,2014-11-14 15:55,573.0,,
milpitas,"1 bed/ 1 bath Close to lightrail, freeway & shops! Move-in asap",2095.0,1.0,4761882771,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761882771.html,2014-11-14 15:55,643.0,-121.8899,37.408072
san jose north,Start the new year in a new home that comes with free rent!,2865.0,2.0,4761773036,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761773036.html,2014-11-14 15:53,983.0,-121.93835,37.413238
sunnyvale,Gorgeous 2 bedroom immediate move in!!,2928.0,2.0,4737926529,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4737926529.html,2014-11-14 15:53,950.0,-122.0349,37.3502
daly city,Amazing view! Natural sunlight! 2 bedroom - 2 bath + den!,3119.0,2.0,4761812114,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761812114.html,2014-11-14 15:20,1183.0,,
redwood city,Welcome to Montecito West! Close to shopping & more! ,2098.0,1.0,4761840826,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761840826.html,2014-11-14 15:18,,-122.22418799999998,37.464452
san mateo,Centrally Located Luxury Apartments at Mode by Alta,2890.0,1.0,4761745608,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761745608.html,2014-11-14 15:18,764.0,-122.30594199999999,37.549960999999996
daly city,Come Home to your newly Renovated 2 bed 2 bath Available NOW,2745.0,2.0,4761822812,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761822812.html,2014-11-14 15:17,915.0,-122.47751000000001,37.666897999999996
east palo alto,Secluded Duplex Home near University Ave (some utilities included),1800.0,1.0,4761835568,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761835568.html,2014-11-14 15:15,,,
woodside,"Private Redwood Retreat, Minutes to 280",7500.0,3.0,4723651625,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4723651625.html,2014-11-14 15:14,3450.0,-122.32255,37.437861
ingleside / SFSU / CCSF,Top Floor Corner 2 BR 2 BA Available in SF Now!,3520.0,2.0,4761846895,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761846895.html,2014-11-14 15:43,1051.0,-122.4411,37.7195
downtown / civic / van ness,"36th Floor 2 Bed+Den, Downtown/Bay Views,Parking Available",7245.0,2.0,4761782451,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761782451.html,2014-11-14 15:43,1442.0,-122.417341,37.776414
haight ashbury,Beautiful 3 Bedroom 3 Bath Townhome Available 10/4,5900.0,3.0,4750492484,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4750492484.html,2014-11-14 15:43,,-122.453902,37.771054
downtown / civic / van ness,"1 Bed, 1 Bath - Soho Style Luxury Loft - Parking & Storage INCLD",3995.0,1.0,4758466658,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4758466658.html,2014-11-14 15:42,,-122.4186,37.7917
glen park,"Glen Park3bd2ba,frplc,2prkg,decks, w/d",3800.0,3.0,4761873973,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761873973.html,2014-11-14 15:42,1100.0,-122.433879,37.734508
excelsior / outer mission,ONE BEDROOM UNIT!,1950.0,1.0,4730308594,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4730308594.html,2014-11-14 15:41,,-122.433968,37.724284999999995
SOMA / south beach,Luxury Infinity Condo - Parking Available ~ J.Wavro,5200.0,2.0,4761871862,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761871862.html,2014-11-14 15:40,,-122.39185800000001,37.789369
santa rosa,***STUDIO FOR RENT***,975.0,,4761837194,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761837194.html,2014-11-14 15:16,416.0,-122.74305600000001,38.437422
rohnert pk / cotati,Walking distance to Sonoma State University,1600.0,2.0,4761804546,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761804546.html,2014-11-14 15:12,1150.0,,
san rafael,"Come Look and Lease, Swimming Pool, Washer Dryer in Unit",2624.0,2.0,4761820345,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761820345.html,2014-11-14 15:09,970.0,-122.532205,38.021326
petaluma,Relocating from out of town? Let us find your new home!,1755.0,2.0,4761805108,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761805108.html,2014-11-14 15:09,885.0,-122.59192900000001,38.239340999999996
west marin,Studio apartment w/ parking,2400.0,,4761818862,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761818862.html,2014-11-14 15:03,550.0,-122.429464,37.796898
novato,Open House Sun 12-2. Remodeled Ranch at the end of Quiet Cul-de-Sac ,2950.0,3.0,4761774594,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761774594.html,2014-11-14 15:02,1633.0,-122.58006100000001,38.101503
santa rosa,"Perfect location! Bennett Valley 2bd/1ba unit, carport, central heat",1275.0,2.0,4761815399,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761815399.html,2014-11-14 15:01,,-122.66301599999998,38.428687
napa county,PHENOMENAL 1BD NORTH-WEST NAPA GUEST HOME ON ACERAGE W/ VINEYARD VIEW,2500.0,1.0,4735677767,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4735677767.html,2014-11-14 15:00,600.0,-122.351087,38.341813
pittsburg / antioch,"Single Family Home in Pittsburg , 3 Bed 1.5 Bath ",1700.0,3.0,4747814257,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4747814257.html,2014-11-14 16:06,,-121.874578,38.015234
oakland downtown,Great Location!1 Bed 1 Bath Condo on Embarcadero*Jack London Square,1900.0,1.0,4728755842,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4728755842.html,2014-11-14 16:06,,-122.284355,37.79656
richmond / point / annex,"Casa de 2 cuartos ,pisos de madera A 5 mins del Bart",1700.0,2.0,4758498879,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4758498879.html,2014-11-14 16:06,,-122.354522,37.949391999999996
walnut creek,"Hardwood Floors, Washer & Dryer, Spacious 2x2 Available NOW!!",2290.0,2.0,4761875034,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761875034.html,2014-11-14 16:06,1200.0,-122.05181699999999,37.884223999999996
oakland east,Charming 2 Bed 1 Bath Duplex on 109th Ave* Car Garage,1500.0,2.0,4758802180,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4758802180.html,2014-11-14 16:06,,-122.15254099999999,37.740517
richmond / point / annex,Hermosa Casa de 2 cuartos Completamente Remodelado,1700.0,2.0,4725449816,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4725449816.html,2014-11-14 16:06,,-122.35396399999999,37.924498
richmond / point / annex,Nice 4Br/1Bath House w/ Hardwood Floors,1600.0,4.0,4757557639,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4757557639.html,2014-11-14 16:06,1300.0,-122.35338200000001,37.983522
oakland downtown,Charming 1 bed 1 bath Condo on Embarcadero*Jack London Square,1900.0,1.0,4728533955,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4728533955.html,2014-11-14 16:05,,-122.2856,37.797602000000005
santa clara,"Fresh Appeal with Stainless Steel Appliances, A/C, Gas Stove and more",2400.0,2.0,4761856681,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761856681.html,2014-11-14 15:52,845.0,-121.96866899999999,37.355540999999995
willow glen / cambrian,Beautiful The Place To Live! Washer/Dryer in Unit,2079.0,1.0,4761833343,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761833343.html,2014-11-14 15:52,780.0,-121.91383200000001,37.311962
willow glen / cambrian,Hamilton Place Beauty: 1303 Greenwich Ct ,2900.0,3.0,4747596738,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4747596738.html,2014-11-14 15:51,,,
santa clara,Spacious 1 Bedroom in BRAND NEW Community~Move in Specials!,2575.0,1.0,4761841516,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761841516.html,2014-11-14 15:51,744.0,-121.9844,37.3483
cupertino,"***Triplex 985 sq. ft., Cupertino Schools, Very Clean",2595.0,2.0,4755170456,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4755170456.html,2014-11-14 15:50,985.0,-122.011872,37.321206
campbell,Santa Clara's Premier Community is now leasing! Move-in Specials!,2490.0,1.0,4761820513,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761820513.html,2014-11-14 15:50,709.0,-121.9844,37.3483
cupertino,"*Special offer! Townhome 2/2, Top Cupertino Schools and Community* ",3195.0,2.0,4761876679,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761876679.html,2014-11-14 15:50,1140.0,-122.0449,37.318
south san francisco,"Large SSF apt., brand new, 2-car parking. ~ J.Wavro",2600.0,2.0,4761831489,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761831489.html,2014-11-14 15:12,,-122.431083,37.659633
daly city,Lovely floor plan! 2 bedroom 2.5 bath townhouse! 1052 sqft!,3087.0,2.0,4761793924,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761793924.html,2014-11-14 15:12,1052.0,,
palo alto,Spectacular Townhouse In Newer Palo Alto Complex. Garage.,4195.0,3.0,4752335848,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4752335848.html,2014-11-14 15:11,1326.0,-122.10629899999999,37.428976
palo alto,Wonderful Apartment Home @ Oak Creek!!,3567.0,2.0,4761751831,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761751831.html,2014-11-14 15:09,942.0,-122.185275,37.432337
san mateo,One Bedroom One Bath!! With Garage!!,2407.0,1.0,4761802739,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761802739.html,2014-11-14 15:08,745.0,-122.26517199999999,37.556265
redwood city,Redwood PLaza Village Complex 55+,1450.0,1.0,4761805167,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761805167.html,2014-11-14 15:08,564.0,-122.225426,37.484612
redwood city,Completely Remodeled and Upgraded Apartment,1795.0,1.0,4761823910,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761823910.html,2014-11-14 15:06,500.0,-122.22309399999999,37.470005
palo alto,Spacious Two Bedroom 1 1/2bath in College Terrace ,2900.0,2.0,4761822907,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761822907.html,2014-11-14 15:06,1000.0,-122.14797,37.4236
menlo park,Charming studio with convenient Menlo Park location,1300.0,,4761821976,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761821976.html,2014-11-14 15:05,,-122.201518,37.431605
west portal / forest hill,WEST PORTAL VILLAGE 2+ BEDROOMS!,4450.0,2.0,4719625008,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4719625008.html,2014-11-14 15:40,,-122.472323,37.740913
pacific heights,Fully Remodeled GOLDEN GATE BRIDGE VIEWS in Pacific Heights (PHOTOS)!,2795.0,,4744898182,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4744898182.html,2014-11-14 15:40,,-122.4267,37.795316
downtown / civic / van ness,"Epic 2-Bedroom Home, Near BART, Pet Friendly. ",4996.0,2.0,4761808173,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761808173.html,2014-11-14 15:39,1282.0,-122.4178,37.776634
lower nob hill,Trendy One Bedroom Available Now,2905.0,1.0,4761813244,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761813244.html,2014-11-14 15:36,630.0,-122.413799,37.786649
hayes valley,Top Floor Apartment in Hayes Valley Victorian,3995.0,2.0,4755473292,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4755473292.html,2014-11-14 15:35,950.0,-122.428873,37.775108
,1bedroom/1bathroom condo for rent,3000.0,1.0,4761672091,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761672091.html,2014-11-14 15:34,,-122.417332,37.763571999999996
lower nob hill,Holy Rent Controlled Studio! City Views in the lively Polk Gulch Hood!,2531.0,,4761802382,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761802382.html,2014-11-14 15:33,435.0,-122.41916100000002,37.788845
