neighborhood,title,price,bedrooms,pid,longitude,sourcepage,link,date,latitude,sqft
healdsburg / windsor,Home for Rent,2400,4,4761860339,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761860339.html,2014-11-14 15:32,,2000
napa county, 2400 SQ FT MODERN HOME- ONLY 4 YEARS OLD- WALK TO DOWNTOWN,2550,3,4748347140,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4748347140.html,2014-11-14 15:20,,2400
santa rosa,***STUDIO FOR RENT***,975,,4761837194,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761837194.html,2014-11-14 15:16,,416
rohnert pk / cotati,Walking distance to Sonoma State University,1600,2,4761804546,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761804546.html,2014-11-14 15:12,,1150
san rafael,"Come Look and Lease, Swimming Pool, Washer Dryer in Unit",2624,2,4761820345,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761820345.html,2014-11-14 15:09,,970
Hayward,"Move-In Ready, One Bedroom Apartment at Oak Hills For Rent",1655,1,4761812888,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761812888.html,2014-11-14 15:51,,800
alameda,"Ample Parking, Floor to Ceiling Windows",2375,1,4761849383,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761849383.html,2014-11-14 15:50,,700
fremont / union city / newark,"PARK-LIKE LANDSCAPING, ENJOY THE QUIET, SCENIC SURROUNDINGS",2108,2,4761878992,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761878992.html,2014-11-14 15:46,,
vallejo / benicia,Beautifully Renovated- Historic Area,1295,2,4761866989,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761866989.html,2014-11-14 15:45,,850
vallejo / benicia,488 Corcoran Ave #2*** Condo in North Vallejo,950,2,4761877071,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761877071.html,2014-11-14 15:44,,880
oakland downtown,"Cute, Sunny 2 Bedrooms 1 Bathroom",1300,,4761877075,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761877075.html,2014-11-14 15:44,,
alameda,Newly Remodeled Upper Duplex - Pet Friendly -No Fee,2300,2,4747991312,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4747991312.html,2014-11-14 15:43,,
alameda,Spacious Duplex - Lower Unit - Pet Friendly - No Fee!,2600,3,4749524233,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4749524233.html,2014-11-14 15:43,,
palo alto,Spectacular Townhouse In Newer Palo Alto Complex. Garage.,4195,3,4752335848,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4752335848.html,2014-11-14 15:11,,1326
palo alto,Wonderful Apartment Home @ Oak Creek!!,3567,2,4761751831,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761751831.html,2014-11-14 15:09,,942
san mateo,One Bedroom One Bath!! With Garage!!,2407,1,4761802739,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761802739.html,2014-11-14 15:08,,745
redwood city,Redwood PLaza Village Complex 55+,1450,1,4761805167,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761805167.html,2014-11-14 15:08,,564
redwood city,Completely Remodeled and Upgraded Apartment,1795,1,4761823910,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761823910.html,2014-11-14 15:06,,500
glen park,"Glen Park3bd2ba,frplc,2prkg,decks, w/d",3800,3,4761873973,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761873973.html,2014-11-14 15:42,,1100
excelsior / outer mission,ONE BEDROOM UNIT!,1950,1,4730308594,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4730308594.html,2014-11-14 15:41,,
SOMA / south beach,Luxury Infinity Condo - Parking Available ~ J.Wavro,5200,2,4761871862,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761871862.html,2014-11-14 15:40,,
west portal / forest hill,WEST PORTAL VILLAGE 2+ BEDROOMS!,4450,2,4719625008,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4719625008.html,2014-11-14 15:40,,
pacific heights,Fully Remodeled GOLDEN GATE BRIDGE VIEWS in Pacific Heights (PHOTOS)!,2795,,4744898182,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4744898182.html,2014-11-14 15:40,,
downtown / civic / van ness,"Epic 2-Bedroom Home, Near BART, Pet Friendly. ",4996,2,4761808173,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761808173.html,2014-11-14 15:39,,1282
lower nob hill,Trendy One Bedroom Available Now,2905,1,4761813244,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761813244.html,2014-11-14 15:36,,630
hayes valley,Top Floor Apartment in Hayes Valley Victorian,3995,2,4755473292,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4755473292.html,2014-11-14 15:35,,950
san jose downtown,2-story 1 Bedroom Apt. with seperate Den & Attached Garage,2355,1,4746761808,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4746761808.html,2014-11-14 16:00,,929
santa clara,Fully Renovated 1b 1ba $1000 of immediate move in!!!!!,2036,1,4761854400,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761854400.html,2014-11-14 16:00,,725
sunnyvale,Get the BEST new Apartment in Town and Move In When the time is right,2748,1,4761844141,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761844141.html,2014-11-14 15:58,,727
san jose west,Downstairs 2 bedroom Unit,1600,2,4761870746,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761870746.html,2014-11-14 15:58,,
san jose west,"Convenient Location, Built In Shelving, Modern Features",2491,2,4761879478,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761879478.html,2014-11-14 15:56,,1091
sunnyvale,Beautiful Studio with Backyard on Special available NOW!!!,1675,,4761892473,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761892473.html,2014-11-14 15:56,,500
san jose north,"$1980 / 1br - 573ft² - [转租] large luxury studio, North San Jose",1980,1,4761890868,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761890868.html,2014-11-14 15:55,,573
petaluma,Relocating from out of town? Let us find your new home!,1755,2,4761805108,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761805108.html,2014-11-14 15:09,,885
west marin,Studio apartment w/ parking,2400,,4761818862,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761818862.html,2014-11-14 15:03,,550
novato,Open House Sun 12-2. Remodeled Ranch at the end of Quiet Cul-de-Sac ,2950,3,4761774594,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761774594.html,2014-11-14 15:02,,1633
santa rosa,"Perfect location! Bennett Valley 2bd/1ba unit, carport, central heat",1275,2,4761815399,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761815399.html,2014-11-14 15:01,,
napa county,PHENOMENAL 1BD NORTH-WEST NAPA GUEST HOME ON ACERAGE W/ VINEYARD VIEW,2500,1,4735677767,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4735677767.html,2014-11-14 15:00,,600
napa county,"PHENOMENAL, COMPLETELY RENOVATED 3BD SINGLE-LEVEL HOME",2600,3,4748113629,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4748113629.html,2014-11-14 15:00,,
napa county,LIGHT & BRIGHT 3BEDROOM SINGLE-LEVEL NAPA HOME,2100,3,4758195544,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4758195544.html,2014-11-14 14:59,,1500
napa county,STUNNING 3 BEDROOM 2-STORY SHEVLAND RANCH SOUTH NAPA HOME,2300,3,4758138210,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4758138210.html,2014-11-14 14:59,,1800
pittsburg / antioch,"Summerwood Apts - Great Two Bed, Two Bath Apartment Home!",1195,2,4761847940,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761847940.html,2014-11-14 15:42,,956
dublin / pleasanton / livermore,"Walk to BART, Shopping, and Parks!",2653,2,4761862191,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761862191.html,2014-11-14 15:41,,1092
danville / san ramon,"SHORT-Term Rental, Immaculate & Beautiful Upgraded Home in Danville",3900,5,4743301271,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4743301271.html,2014-11-14 15:41,,2900
brentwood / oakley,2 bedroom single story - 55 & older community,1675,2,4761872157,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761872157.html,2014-11-14 15:41,,1200
oakland lake merritt / grand,"Large studio w/ HARDWOOD FLOORS, WALK-IN CLOSET (PHOTOS)!!",1695,,4747280034,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4747280034.html,2014-11-14 15:40,,
concord / pleasant hill / martinez,Concord,1775,2,4761871465,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761871465.html,2014-11-14 15:40,,1038
fremont / union city / newark,Newly Renovated Single House with One Month Free Move in Special,3199,3,4730088703,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4730088703.html,2014-11-14 15:38,,1790
dublin / pleasanton / livermore," 4BR/4BA/Loft/Castia, Luxury house at Lawrence Ranch (Tracy)",2250,4,4761859560,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761859560.html,2014-11-14 15:37,,3251
palo alto,Spacious Two Bedroom 1 1/2bath in College Terrace ,2900,2,4761822907,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761822907.html,2014-11-14 15:06,,1000
menlo park,Charming studio with convenient Menlo Park location,1300,,4761821976,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761821976.html,2014-11-14 15:05,,
palo alto,Absolutely Amazing Views In This Community! Spacious Two Bedroom,5385,2,4761777186,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761777186.html,2014-11-14 15:04,,945
millbrae,Lovely Spanish Style 2BR 1 BA Home in Great Neighborhood,4100,2,4729901083,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4729901083.html,2014-11-14 15:03,,1600
millbrae,Lovely Spanish Style 2BR 1 BA Home,3400,2,4749283109,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4749283109.html,2014-11-14 15:03,,
Mountain View 94040,Move-In Today! Starting At $2400 in Mountain View,2400,,4755255650,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4755255650.html,2014-11-14 15:03,,
mountain view,"Beautiful 2BR/2BA Apartment in Mountain View, Yours Today!",3500,2,4761816096,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761816096.html,2014-11-14 15:01,,965
mountain view,"Great location just blocks to downtown! Small building, nicely updated",1950,1,4761800238,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761800238.html,2014-11-14 15:00,,
,1bedroom/1bathroom condo for rent,3000,1,4761672091,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761672091.html,2014-11-14 15:34,,
lower nob hill,Holy Rent Controlled Studio! City Views in the lively Polk Gulch Hood!,2531,,4761802382,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761802382.html,2014-11-14 15:33,,435
mission district,BEAUTIFUL Corner Unit 2 BEDROOM - AWESOME LOCATION,3895,2,4716871274,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4716871274.html,2014-11-14 15:33,,1000
castro / upper market,Amazing Location/Hardwood Floors/Pet Friendly/Available NOW!,3395,1,4756748849,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4756748849.html,2014-11-14 15:32,,
glen park,Beautifully Remodeled 2 Bedroom Apt. ,2850,2,4761858822,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761858822.html,2014-11-14 15:31,,800
bernal heights,Open Sat 1-1:30 Open Floor Plan Updated LARGE One bedroom plus!,3100,1,4761814236,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761814236.html,2014-11-14 15:30,,
milpitas,"1 bed/ 1 bath Close to lightrail, freeway & shops! Move-in asap",2095,1,4761882771,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761882771.html,2014-11-14 15:55,,643
san jose north,Start the new year in a new home that comes with free rent!,2865,2,4761773036,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761773036.html,2014-11-14 15:53,,983
sunnyvale,Gorgeous 2 bedroom immediate move in!!,2928,2,4737926529,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4737926529.html,2014-11-14 15:53,,950
santa clara,"Fresh Appeal with Stainless Steel Appliances, A/C, Gas Stove and more",2400,2,4761856681,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761856681.html,2014-11-14 15:52,,845
willow glen / cambrian,Beautiful The Place To Live! Washer/Dryer in Unit,2079,1,4761833343,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761833343.html,2014-11-14 15:52,,780
willow glen / cambrian,Hamilton Place Beauty: 1303 Greenwich Ct ,2900,3,4747596738,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4747596738.html,2014-11-14 15:51,,
santa clara,Spacious 1 Bedroom in BRAND NEW Community~Move in Specials!,2575,1,4761841516,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761841516.html,2014-11-14 15:51,,744
cupertino,"***Triplex 985 sq. ft., Cupertino Schools, Very Clean",2595,2,4755170456,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4755170456.html,2014-11-14 15:50,,985
santa rosa,OVER 728 SQ. FT.! 1X1 DELUXE UNIT WITH GRANITE & WOOD FLOORING,1829,1,4761797202,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761797202.html,2014-11-14 14:59,,728
santa rosa,$2500/4BR/2BA/House for Rent,2500,4,4761811262,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761811262.html,2014-11-14 14:58,,
santa rosa,1st floor 2 Bed/2 Bath. Bennett Valley. W/D. PET FRIENDLY.,1815,2,4761748675,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761748675.html,2014-11-14 14:55,,1000
tiburon / belvedere,Only One at This Price - Renovated Apartment in The Heart of Marin,4000,2,4761703023,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761703023.html,2014-11-14 14:50,,1075
santa rosa,3 Bed/2 Bath Apt in Beautiful Bennett Valley,2015,3,4717631426,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4717631426.html,2014-11-14 14:50,,1150
san rafael,"CENTRAL SAN RAFAEL! WALK TO Whole Foods,Trader Joe's & DOWNTOWN!",3950,4,4744917060,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4744917060.html,2014-11-14 14:48,,1500
napa county,3 bdrm American Canyon Home Close to High School! ,2000,,4761792228,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761792228.html,2014-11-14 14:46,,
santa rosa,LOVE WHERE YOU LIVE!,1705,2,4761779674,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761779674.html,2014-11-14 14:43,,
dublin / pleasanton / livermore,"Lovely Top FLoor 2x2 With Full Washer & Dryer, A Mile From Bart",2430,2,4761831965,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761831965.html,2014-11-14 15:37,,1073
walnut creek,Renovated One Bedroom Apt.! Private Balcony!,1625,1,4761853290,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761853290.html,2014-11-14 15:37,,650
Newark,THIS IS A LARGE HOME FOR THE PRICE IN A GREAT AREA,2175,4,4761685549,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761685549.html,2014-11-14 15:37,,
oakland downtown,3a-414|Studio w/ Washer Dryer|View,2090,,4761855707,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761855707.html,2014-11-14 15:37,,525
fremont / union city / newark,"2BR, & 3BR Apartments Available with Upgrades",2713,,4761829181,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761829181.html,2014-11-14 15:35,,
oakland lake merritt / grand,Studio/Lake area,1195,,4761853061,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761853061.html,2014-11-14 15:35,,418
oakland lake merritt / grand,Adams Point/Lake area,2295,2,4752553530,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4752553530.html,2014-11-14 15:34,,10520
brentwood / oakley,Two Story 3/2,1900,3,4750929111,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4750929111.html,2014-11-14 15:33,,
belmont,"Available November! Pet friendly! Nicely updated, in great location",2000,1,4761775216,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761775216.html,2014-11-14 15:00,,
redwood city,"Remodeled 3 bedroom, 1.5 bathroom west-side Redwood City apartment",2500,3,4761813327,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761813327.html,2014-11-14 15:00,,
foster city,We know how home should feel,2463,1,4761793261,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761793261.html,2014-11-14 14:59,,730
mountain view,1BR/1BA Apartment with a Complete Kitchen Appliance Package,2445,1,4761758280,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761758280.html,2014-11-14 14:58,,705
daly city,"AMSI - Large 3-Level 4Bd/3Ba House, Beautifully Updated Great Location",4100,4,4742913392,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4742913392.html,2014-11-14 14:57,,3100
daly city,Fully Furnished 1 Bedroom Commuter Apartment,1500,1,4761802592,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761802592.html,2014-11-14 14:52,,600
inner richmond,Free private bed room+bath room for Full Time Student ,,,4761855706,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761855706.html,2014-11-14 15:29,,
cole valley / ashbury hts,"lovely, light filled Edwardian Apartment",3100,1,4761854308,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761854308.html,2014-11-14 15:28,,1000
marina / cow hollow,Great Marina Building,3250,1,4761838985,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761838985.html,2014-11-14 15:25,,875
SOMA / south beach,"2 Bed, 2 Bath - 12th FL Condo @ SOMA GRAND - Furnished",5300,2,4758264205,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4758264205.html,2014-11-14 15:22,,1250
mission district,Newly Updated 1 BR + Den/Private Balcony/In-unit washer dyer/Avail NOW,3495,1,4751211791,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4751211791.html,2014-11-14 15:20,,
pacific heights,"Elegant 3 bedroom, 1 block from Lafayette Park",7650,3,4736208297,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4736208297.html,2014-11-14 15:18,,
alamo square / nopa,Elegant Deluxe remodeled Victorian OPEN weekend,3295,1,4761836839,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761836839.html,2014-11-14 15:15,,
SOMA / south beach,Tri-Level loft with Private Deck - Amazing Views!,550,2,4761823285,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761823285.html,2014-11-14 15:15,,1505
campbell,Santa Clara's Premier Community is now leasing! Move-in Specials!,2490,1,4761820513,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761820513.html,2014-11-14 15:50,,709
cupertino,"*Special offer! Townhome 2/2, Top Cupertino Schools and Community* ",3195,2,4761876679,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761876679.html,2014-11-14 15:50,,1140
san jose north,Gorgeous 4bd/2ba Single Family House in North San Jose Berryessa area.,2800,4,4761872615,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761872615.html,2014-11-14 15:50,,1536
san jose south,One Bedroom Special!!! Don't Miss Out,1905,1,4761823335,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761823335.html,2014-11-14 15:49,,746
gilroy,2 bed room/1 bath next to shopping center,1800,2,4757549554,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4757549554.html,2014-11-14 15:49,,800
san jose north,Beautiful 4 Bedroom Home,3100,4,4761808837,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761808837.html,2014-11-14 15:49,,1778
san jose west,Furnished 3 BR Townhouse 01/01/15,3600,3,4751412545,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4751412545.html,2014-11-14 15:47,,1310
mountain view,Escape The Hustle and Bustle to This Quiet One Bedroom Location,1957,1,4761868332,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761868332.html,2014-11-14 15:46,,550
santa rosa,1299+ Free WiFi Half Block from Safeway School Hardwood Floors h,1299,1,4753441329,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4753441329.html,2014-11-14 14:43,,600
santa rosa,Free WiFi Granite Tops 1/2 Block from Safeway School Hardwood Floors h,1599,2,4744737114,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4744737114.html,2014-11-14 14:43,,900
napa county,Renovated and spacious 4 bdrm 2 bath downtown Napa home,3000,4,4758535846,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4758535846.html,2014-11-14 14:39,,
napa county,Spacious 2 bdrm 2 1/2 bath home with bonus room!,2100,2,4758532033,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4758532033.html,2014-11-14 14:39,,
santa rosa,Executive fully furnished estate home on six acres,4750,4,4757565101,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4757565101.html,2014-11-14 14:39,,3000
santa rosa,2 bd/2ba Avail. Early December *Fireplace * Washer/Dryer *,1815,2,4743255274,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4743255274.html,2014-11-14 14:38,,
santa rosa,Large One Bedroom Apartments Near Coddingtown Mall,1190,1,4761728767,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761728767.html,2014-11-14 14:36,,620
napa county,UPDATED NAPA TOWNHOUSE 3BD/1.5 BA FP YARD WITH PARK NEXT DOOR,2100,3,4761763254,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761763254.html,2014-11-14 14:33,,
oakland lake merritt / grand,Adams Point/Lake area,1495,1,4752552471,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4752552471.html,2014-11-14 15:33,,9440
berkeley north / hills, Spacious Bright Studio walk to BART,1800,,4750441955,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4750441955.html,2014-11-14 15:33,,
dublin / pleasanton / livermore,"Great deal! 2 bed, 2 bath, immediate move,!!!",2435,2,4761801387,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761801387.html,2014-11-14 15:32,,1002
dublin / pleasanton / livermore,Fantastic Location- Right Next to BART!,2265,1,4761826227,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761826227.html,2014-11-14 15:31,,769
vallejo / benicia,"3 bedroom, 1 bath Apt. for rent",1350,3,4746292638,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4746292638.html,2014-11-14 15:31,,
oakland downtown,3b-409|Premium Finishes| Corner Suite|Park View,3382,2,4761851006,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761851006.html,2014-11-14 15:30,,1120
san mateo,This Is A Must See Apartment,3425,2,4761693087,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761693087.html,2014-11-14 14:52,,1170
belmont,"Downstairs, 1x1 apartment. Available NOW! Prices range $1995-$2095",1995,1,4761799414,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761799414.html,2014-11-14 14:50,,
redwood city,"2B Beautiful Community Near Facebook! $1,000 Off Rent-Call for details",3595,2,4761772937,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761772937.html,2014-11-14 14:49,,1090
belmont,Urban Chic in Beautiful Belmont Hills,1875,1,4761797459,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761797459.html,2014-11-14 14:49,,740
palo alto,Historic Professorville downtown Craftsman home,4965,2,4761794523,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761794523.html,2014-11-14 14:47,,800
foster city,LIVE THE LIFE OF LUXURY ON THE WATER!,3003,2,4761770055,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761770055.html,2014-11-14 14:46,,
mountain view,Nestled on a Tree Lined Street,2700,2,4761777266,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761777266.html,2014-11-14 14:45,,1200
